text
890,Enrico Fermi Atomic Power Plant,엔리코페르미원자력발전소 (미국),EFAPP
891,emergency feedwater actuation signal,비상급수작동신호,EFAS
892,European Fuel Cycle Consortium,유럽핵연료컨소시엄,EFCC
893,electrofluid dynamics,전기유체역학,EFD
894,Enrico Fermi Fast Breeder Reactor,엔리코페르미고속증식로 (미국),EFFBR
895,French Association of Environment for Nuclear Energy,프랑스원자력환경협회,EFN
896,equivalent forced outage hours,평가고장정지시간,EFOH
897,electrical pressure regulator,저압조정기,EPR
898,Electric Power Research Institute,전력연구소 (미국),EPRI
899,emergency protection system,비상방호시스템,EPS
900,Emergency Preparedness Special Interest Group,"비상대비특수관계자그룹 (TRADE에 의거 1987년 10월 구성, 미국)",EPSIG
901,emergency planning zone,비상계획구역,EPZ
902,environmental qualification,환경조건,EQ
903,environmental report,환경보고서 초안,ER
904,fracture appearance transition temperature,파단천이온도,FATT
905,fluidized bed combustion,유동상연소,FBC
906,Societe Franco-Belge de Fabrication de Combustibles,프랑스-벨기에 핵연료가공회사,"FBFC Int"" 1"
907,fuel building fiter system,핵연료건물 여과계통,FBFS
908,fuel cycle back-end proper selection without pressure,핵연료주기,FB-PSWP
909,Fast Breeder Reactor,고속증식로,FBR
910,Fast Breeder Test Reactor,고속증식실험로 (인도),FBTR
911,drawing and specification listing,도면 및 표방목록 작성,DSL
912,demand-side management,수요관리,DSM
913,Department de Surete Nucleaire,원자력안전부 (프랑스),DSN
914,design stress report,설계응력보고서,DSR
915,diverse scram system,독립스크램계통,DSS
916,damp tank,댐프탱크,DT
917,deuterium-tritium reaction (D-T reaction),중수소-삼중수소반응,D-T
918,equivalent forced outage hours during reserve shutdowns,경제적 정지시간중 등가고장 정지시간,EFOHRS
919,equivalent forced outage rate,등가고장정지율,EFOR
920,effective full power days,"유효전출력 운전일, 전출력환산 실효일",EFPD
921,effective full power hours,"유효전출력 운전시간, 전출력환산 실효시간",EFPH
922,effective full power months,"유효전출력 운전월, 전출력환산 실효월",EFPM
923,effective full power years,"유효전출력 운전연, 전출력환산 실효연",EFPY
924,European Fast Reactor,유럽고속로,EFR
925,resonance energy,공조에너지,Er
926,Energy Resources of Australia Ltd.,우라늄회사명 (오스트레일리아),ERA
927,Energy Research Advisory Board,"에너지연구절차위원회 (DOE, 미국)",ERAB
928,electric rate adjustment mechanism,전력요금조정체계,ERAM
929,Equipment Reliability Analysis Program,기기신뢰성 분석계획,ERAP
930,Energy Resources Council,에너지자원심의회 (미국),ERC
931,European Reliability Data System,유럽신뢰도자료시스템,ERDS
932,fuel cell,연료전지,FC
933,Fast Critical Assembly,고속로임계실험장치 (JAERI. 일본),FCA
934,Fuel Cycle Committee,핵연료주기위원회 (OECD-NEA의 상설위원회),FCC
935,Framework Convention on Climate Change,기후변화에대한 기본협약,FCCC
936,"Federal Coordinating Council for Science, Engineering and Technology",연방과학기술조정협의회 (미국),FCCSET
937,function control diagram,기능제어설명서,FCD
938,fuel coolant interaction,핵연료-냉각제 상호작용,FCI
939,differential thermal analysis,미분열분석,DTA
940,Department of Trade and Industry,무역산업부 (영국),DTI
941,Department of Transport and Power,운수전력부 (아일랜드),DTP
942,diethylenetriaminepentaacetic acid,방사선장해에 대한 화학방호제의 일종,DTPA
943,document transmittal record,문서전송기록,DTR
944,development test requirement specification,개발시험요구표방,DTRS
945,design transition temperature,설계변이온도,DTT
946,EFR Utilities Group,유럽EFR사업자그룹,EFRUG
947,emergency feedwater pump,비상급수펌프,EFWP
948,emergency feedwater system,비상급수계통,EF[W]S
949,Electricity Generating Authority of Thailand,태국전력공사,EGAT
950,Experimental Gas Cooled Reactor,가스냉각실험로 (미국),EGCR
951,Engineering Groups Leader,엔지니어링그룹리더,EGL
952,Engineering Group Supervisor,엔지니어링그룹감시자,EGS
953,resonance energy,공명에너지,Eres
954,emergency response facility,비상대응설비,ERF
955,emergency response guideline,비상대응지침서,ERG
956,emergency resources identificcation equipment,비상자원식별설비,ERIS
957,Emergency Response Levels,"비상대책분류기준 (DOE의 비상분류법에 의한, 미국)",ERL
958,environmental radiation monitor,환경방사선감시기,ERM
959,earth resources observation system,지구원자관측시스템,EROS
960,ductile-brittle transition temperature,연성-취성 천이온도,DBTT
961,design certification,설계인증,DC
962,D2O Critical Assembly,"중수임계실험장치 (PNC, 일본)",DCA
963,Defense Contract Audit Agency,방호계약 감사기관,DCAA
964,demonstration centrifuge enrichment facilities,원심분리농축 실증설비,DCEF
965,dose conversion factor,선량변경계수,DCF
966,direct conversion reactor study,직접전환로 연구,DCR
967,dynamic tear test,DT시험,DT test
968,depleted uranium,감손우라늄,DU
969,depleted uranium tetrafluoride,사불화감손우라늄,DUF4
970,deep underwater nuclear counting,심수층핵계수,DUNC
971,direct use of spent PWR fuel in CANDU reactors,경수로 사용후핵연료를 중수로에 재사용하는 핵연료주기기술,DUPIC
972,direct vessel injection line,원자로용기 직접주입관,DVI line
973,digital volt meter,디지털 볼트미터,DVM
974,electric hydraulic control system,전기유압시 제어게통/장치,EHC
975,electro-hydraulic governor,전자유압기 제어기,EHGov
976,extremely hazadous substance,급상위해물질,EHS
977,electrical heat tracing,전기시 열출적,EHT
978,extra high voltage,초고압,EHV
979,extremely hazardous waste,급상위해폐기물,EHW
980,engineering instruction,엔지니어링지침,EI
981,European Reactor Project,유럽원자로계획,ERP
982,Elk River Reactor-Ⅰ,미국최고의 전기생산연구용 원자로 (INEEL),ERR-Ⅰ
983,emergency resources manual,[핵사고시]비상대응시스템,ERS
984,earth resources ovservation system,지구자원조사계획,ERSP
985,excluded radiation worker,방사선작업종사금지자 [일정기간동안 추가파손이 금지된],ERW
986,environmental restoration and waste management,환경회복 및 폐기물관리,ERWM
987,Entsorgung System,핵연료주기의 후행주기종합시스템 (독일),ES
988,density control valve,밀도제어밸브,DCV
989,direct current experiment,"직류실험 (ORNL의 핵융합연구계획, 미국)",DCX-1. 2
990,detergent drain system,제염폐액계통,DD
991,deuterium-deuterium reaction,중수소-중수소반응,D-D
992,decontamination and decommissioning,제염 및 폐로,D&D
993,Beta Ratio(throat diameter/inlet pipe ID),베타율(일구관 내경에 대한 목 직경에 비),d/D
994,two-dimensional burnup reactor computer code,이차원 연소로 전산코드,DDB
995,domestic water system,소내용수계통,DW
996,derived water concentration,유도수중농도,DWC
997,deep water isotopic current analyzer,심수층 동위원소흐름분석기,DWICA
998,Deutsche Gesellshaft fur Wiederaufarbeitung won Kernbrennstoffen mbH,핵연료재처리회사명 (독일),DWK
999,derived working limit,유도작업 허용기준,DWL
1000,fractional distillation process for heavy water concentration,중수농축 제조분류법,D-W Rrocess
1001,Druckwasserreaktor,가압수형로(PWR)의 독일명칭,DWR
1002,Energy Information Administration,"에너지정보국 (DOE, 미국)",EIA
1003,environmental impact assessment project,환경영향평가프로젝트,EIAP
1004,environmental impact assessment report,환경영향평가보고,EIAR
1005,European Investment Bank,유럽투자은행,EIB
1006,Environmental Impact Report,환경영향보고서,EIR
1007,Environmental Impact Statement,환경영향평가서=GEIS,EIS
1008,event investigation team,"사고조사팀 (NRC, 미국)",EIT
1009,engineered safeguards actuation system,공학적 안전설비 작동계통,ESAS
1010,European Simplified BWR,유럽단순형 BWR,ESBWR
1011,Executive Standardization Council,국립표준위원회 (프랑스),ESC
1012,electron spectroscopy for chemical analysis,화학분석용 전자스펙트로스코피,ESCA
1013,Economic & Social Commission for Asia Pacific,아태경제사회위원회,ESCAP
1014,coefficients [elastic-scattering] reactor physics computer code,로물리전산코드용 [탄성산란]계수,ESCOLP
1015,Electricity Supply Commission of South Africa,남아연방전력청,ESCOM
1016,digital data handling and display system,디지털자료취급 및 표시계통,DDH&DS
1017,dose and dose rate effectiveness factor,선량 · 선량율 효과계수,DDREF
1018,digital data service,디지털자료서비스,DDS
1019,design data transmittal,설계자료 운송,DDT
1020,dose equivalent,"선량당량, 선량특가량, 특가선량",DE
1021,design engineering,설계공학,D/E
1022,direct energy conversion,직접에너지전환/변환,DEC
1023,demineralized water system,탈염수계통,DWS
1024,demineralized water storage tank,탈염수 저장탱크,DWST
1025,Dynamic Materials Accounting Control System,핵연료물질 계량곤리체제,DYMAC
1026,dyne,다인(힘의 단위),dyn
1027,gamma energy disintegration,붕괴 r 에너지 (단위 : MeV),E
1028,energy,"에너지, 일의 양",E
1029,electron,전자,e
1030,exa Joule,액사쥴 (에너지의 단위),EJ
1031,effective kilogram,유효(실효) 킬로그램,"Ekg, EKG"
1032,elevation,표고,EL
1033,"Compagnie Generale d"" Enterprises Electriques et Industrielles",전력회사명 (벨기에),Electrobel
1034,Centrais Eletricas Brasileiras SA,브라질전력공사,Eletrobras
1035,Centrais Eletricas de Norte Brasil,전자공사명 (브라질),Eletronorte
1036,process for lithium isotope separation,리듐동위원소 분리공정,ELEX
1037,essential services cooling wqter system,필수냉각수계통,ESCWS
1038,evaluation support database,"평가지원부 (INPO, 미국)",ESD
1039,engineered dafety feature,공학적 안전설비,ESF
1040,engineered safety features actuation system,공학적 안전설비 작동계통,ESFAS
1041,Environmental Safety and Health,환경안전 및 보건에 관한 DOE의 프로그램 (미국),ES&H
1042,Europaische Schnelbruter-Kernkraftwerkgesellcshaft mbH,유럽고속증식로발전회사 (독일),ESK
1043,emergency support organization,비상지원기구,ESO
1044,double-ended guillotine break,"양단파단, 길로틴형 파단",DEGB
1045,Director of Emergency Operations,비상운전감독자,DEO
1046,design external pressure,설계외부압력,DEP
1047,Department Pertambangan Dan Energi,광산 · 에너지소(인도네시아),DEPTAM
1048,Department of Environmental and Resources,[각주]환경자원국 (미국),DER
1049,Defense Environmental Research Council,환경방호연구협의회,DERC
1050,Dounreay Experimental Reactor Establishment,돈레이실험로시설 (영국),DERE
1051,base of natural logarithm,자연대수의 밀수,e
1052,nuclear photoelectric effect,핵광전효과,e-
1053,environmental assessment,환경평가,EA
1054,exclusion area boundary,비거주구역 경계,EAB
1055,East-Asian Collaboration for Intermediate Storage,동아시아지역 방사성폐기물중간저장공동연구시설 (구상중),EACIS
1056,European-American Committee on Reactor Physics,유럽-미국노물리위원회,EACRP
1057,East-Asian Collaboration for Underground Research,동아시아지역 지중처분공동연구센터 (구상중),EACUR
1058,extremely low frequency,"극소빈도, 극저주파수",ELF
1059,electrochemical LOMI ion exchange,전기화학LOMI이온교환,ELOMIX
1060,experimental low-temperature process heat reator concept,저온프로세스가열실험로계열,ELPHR
1061,gamma and flux reactor physics computer code,감마선 및 입자속 노물리전산코드,ELSA-Ⅱ
1062,enviromental management,환경관리,EM
1063,electro-mechanical,"전기기계, 기전",E/M
1064,engineering mockup critical experiment,"엔지니어링 실물모형임계실험 (ANL, 미국)",EMC
1065,early site permits,조기부지허가,ESP
1066,early site permit program,조기부지허가계획,ESPP
1067,early site review,조기부지검토,ESR
1068,European Sychrotron Radiation Facility,유럽싱크로트론방사선시설,ESRF
1069,environmental standard review plan,환경기준검토계획,ESRP
1070,early site review report,조기부지검토보고서,ESRR
1071,Engineering Safety Reviews of Particular Nuclear Power Plant features,특정원자력발전소의 공학적안전검사 (IAEA),ESRS
1072,draft environmental statement,환경보고서 초안,DES
1073,Duke Engineering and Services Co.,듀트엔지니어링 서비스사 (미국),DE&S
1074,Deutsch Elektron Synchrotron,독일전자싱크로트론연구소,DESY
1075,dynamic event tree,동적 사상수목,DET
1076,decontaminatin factor,제염계수,DF
1077,design field change,현장설계변경,DFC
1078,double full protective clothing,이중전면방사선작업복/방호복,dfp
1079,Egyptian Atomic Energy Authority,이집트 원자력공사,EAEA
1080,European Atomic Energy Community,유럽원자력공동체 (=EURATOM),EAEC
1081,European Association for the Gas Cooled Breeder Reactor,유럽가스냉각증식로협회,EAGCBR
1082,equipment air lock,설비에어록,EAL
1083,East Asia-Latin American Forum,동아시아-라틴아메리카협력의회 (200년 8월 15일 창설),EALAF
1084,Event Analysis Notification,사고분석보고서 (INPO의 중대사고평가 정보통시용 문서),EAN
1085,European-American Nuclear Data Committee,유럽 · 미국핵데이터위원회 (OECD-NEA),EANDC
1086,Energy Model Data Base,"에너지모델데이터베이스 (BNL, 미국)",EMDB
1087,electromagnetic flowmeter,전산기유량계,EMF
1088,electromagnetic interference,전자기간보,EMI
1089,Emergency Management Information System,비상관리정보시스템,EMIS
1090,Environmental Measurements Laboratory,국립환경방사능측정연구소 (미국),EML
1091,Elektrarne Mochoves,회사명 (슬로바키아),EMO
1092,electromagnetic pump,전가기펌프,EMP
1093,electronic switching system,전자식스위치계통,ESS
1094,engineering services and safety,엔지니어링서비스와 안전성,ES&S
1095,Environmental Scientific Services Administration,환경과학부 (미국),ESSA
1096,early site suitability evaluation,조기지적합평가표,ESSE
1097,earliest scram set point,초기스크램설정치,ESSP
1098,electro-static unit,청전단위,esu
1099,emergency service water,비상용수,ESW
1100,Dounreay Fast Reactor,돈레이고속로 (영국),DFR
1101,diesel generator,디젤발전기,DG. D/G
1102,diesel-generator air exhaust system,디젤발전기 배기계통,DG-AE
1103,diesel-generator building,디젤발전기건물,DG/B
1104,diesel-generator cooling water system,디젤발전기 냉각수계농,DG-CW
1105,diesel-generator fuel oil system,디젤발전기 연료유계통,DG-FO
1106,diesel-generator lube oil system,디젤발전기 윤활유계통,DG-LO
1107,hydrated electron,수화전자,eaq
1108,estimated additional resources,추정추가자원량,EAR
1109,East-Asia Regional Compact,동아시아지역협약,EARC
1110,Enhanced Actinide Removal Plant,"고준위 악티나이드분리공장 (BNFL, 영국)",EARP
1111,experiment assurance system,실험보증시스템,EAS
1112,electron beam welding,전자 빔 용접,EB
1113,experimental berylium oxide reactor,산화베릴륨실험로 (미국),EBOR
1114,Federal Materials Testing and Research Establishment,연방재료시험연구소 (스위스),EMPA
1115,electromagnetic radiation,전자기방사선,EMR
1116,emergency relief valves,비상방출밸브,EMRVs
1117,earthquake monitoring system,지진감시계통,EMS
1118,Emergency Management Team,비상관리팀,EMT
1119,electromagnetic unit,전자기단위,emu
1120,electromagnetic ultrasonic,전자기초음파,EMUS
1121,essential service water system,필요용수계통,ESWS
1122,event tree,사건수목 고장수목,ET
1123,Yugoslav Nuclear Society,유고슬라비아 원자력학회,ETAN
1124,estimated time of completion,공정추정시간/시기,ETC
1125,Energy Technology Data Exchange,에너지기술데이터교환계획,ETDE
1126,Energy Technology Engineering Center,에너지공학센터 (미국),ETEC
1127,Engineering Test Facility,"핵융합공학실험시설 (ORNL,미국)",ETF
1128,diesel-generator sea water system,디젤발전기 해수냉각계통,DG-SW
1129,decay heat removal,붕괴열 제법,DHR
1130,decay heat removal system,붕괴열 제법계통,DHRS
1131,dump heat exchanger control,폐열교화기 제어계통,DHX
1132,decontamination index,제염지수,DI
1133,defence in depth,심층방호,DID
1134,Deutsches Institute fur Normung,"독일공업표준국, 독일공업규격",DIN
1135,Experimental Breeder Reactor,"실험증식로 (ANL, 미국)",EBR
1136,Experimental Breeder Reactor Ⅱ,"Idaho Falls의 실험증식로 (일체형 고속증식로, 미국)",EBR- Ⅱ
1137,European Bank for Reconstruction and Development,유럽복흥개발은행,EBRD
1138,engineered barrier system,공학적 방호계통,EBS
1139,Elmo Bumpy Torus,핵융합실험시설 (미국),EBT
1140,ECC bypass test facility,ECC우회시험시설,EBTF
1141,Experimental Boiling Water Reactor,100MWt급 비등수형 실험로 (미국),EBWR
1142,enforcement notification,시행신고,EN
1143,emergency news center,비상정보센터,ENC
1144,Eighteen Nations Disarmament Committee,18개국 군축위원회 (UN),ENDC
1145,Empresa Nacional de Electricidad S.A.,스페인전력공사,ENDESA
1146,Evaluated Nuclear Data File,평가후 핵데이터파일 (미국),ENDF
1147,European Nuclear Energy Agency,유럽원자력기구 (NEA의 전신),ENEA
1148,"Ente Nazionale per 1"" Elergia Elettrica (= National Agency for Electric Energy)",이탈리아전력공사,ENEL
1149,European Transuranium Institute,유럽초우라늄원소연구소 (독일),ETI
1150,education and training in quality assurance practices,품질실행의 교육과 훈련,ETQAP
1151,Engineering Test Reactor,공학시험로 (미국),ETR
1152,emergency transformer,비상변압기,ETr
1153,engineering test reactor critical assembly,공학시험로 임계장치 (미국),ETRC
1154,environmental technical specification,환경기술시방서,ETS
1155,Energiataloudellinen Thdistys,핀란드원자력협회 (=FEEA),ETY
1156,design internal pressure,설계내부압력,DIP
1157,design information questionnaire,설계정보질문서,DIQ
1158,Danish Nuclear Society,덴마크원자력학회,DKS
1159,dose limit,선량한도,DL
1160,design margin,설계여유도,DM
1161,decimilli,"데시밀리(10-4의 접두어), 1만분의 일",dm
1162,dispersive mechanism test,분산 기계적실험,DMT
1163,European Community,유럽공동체 (1993년 11월 EU로 변경),EC
1164,emergency contingency action,비상가능성조치,ECA
1165,emergency control center,비상제어센터,ECC
1166,emergency core cooling system,비상로심냉각계통/장치,ECCS
1167,electron capture detector,전자포획 검출기,ECD
1168,emergency cooling function,비상냉각기능,ECF
1169,eddy current flow meter,와전류측정기,ECFM
1170,Entergy Nuclear Inc.,엔터지사의 자회사,ENI
1171,Eldorado Nuclear Ltd.,엘도라도핵연료공사 (캐나다),ENL
1172,Emergency Notification Network,비상사태통보네트워크,ENN
1173,Energy and Natural Resources Committee,"에너지천연자원위원회 (미국, 1977년 2월 설립)",ENRC
1174,Ente Nacional Regulador Nuclear,국립원자력규제청 (아르헨티나),ENREN
1175,"Empresa Nacional de Residuos Radioactivos, S.A.",방사선폐기물관리공사 (스페인),ENRESA
1176,European Nuclear Society,유럽원자력학회 (스위스 소재),ENS
1177,enriched uranium,농축우라늄,EU
1178,enriched uranium product,농축우라늄 생산,EUP
1179,European Utilities Requirements,유럽업체조건,EUR
1180,Europaische Atomgemeinschaft (= European Atomic Energy Community : EAEC),유럽원자력공동체 (벨기에 소재),EURATOM
1181,fuel reprocessing project proposed by ENEA,ENEA가 제안한 핵연료 재처리프로젝트,EUREX
1182,a Radioisotope Information Bureau sponsored by EURATOM,유라톰방사선동위원소정보국,EURISOTOPE
1183,European Company for the Chemical Processing of Irradiated Fuels,국제프로젝트명,EUROCHEMIC
1184,Dounreay materials testing reactor,돈레이재료시험로 (영국),DMTR
1185,demineralized make-up water system,순수계통,DMWS
1186,delayed neutron,지발중성자,DN
1187,deoxyribonucleic acid,디옥시리보 핵산,DNA
1188,departure from nucleate boiling,"핵비등한계, 핵비등이탈",DNB
1189,DNB ratio,"DNB비, 핵비등이탈율 (PWR)",DNBR
1190,Dounreay Nuclear Establishment,돈레이원자력연구소 (영국),DNE
1191,electron cyclotron resonance heating,전자사이클로트론 공명가열,ECH
1192,emergency coolant injection,비상냉각수 주입,ECI
1193,Netherlands Energy Research Foundation,네덜란드에너지연구재단,ECN
1194,economizer,절탄기,ECON
1195,engineering change proposal,엔지니어링변경요청서/제의회,ECP
1196,European Computer Programme Library,유럽핵계산프로그램 라이브러리,ECPL
1197,experimental critical power ratio,실험한계출력비,ECPR
1198,Empressa Equipos Nucleares S.A.,회사명 (스페인),ENSA
1199,evaluated nuclear structure data file,핵구조자료파일,ENSDF
1200,Research and Development Institute of Power Engineering,전력기술개발연구소 (러시아=RDIPE),ENTEK
1201,waste disposal and spent fuel management,종합핵연료주기의 독일어,Entsorgung
1202,Empresa Nacional del Uranio S.A.,스페인우라늄공사,ENUSA
1203,executive order,행정명령,EO
1204,end of cycle,주기말,EOC
1205,Slovak Power Enterprises and the West European Utility Group,슬로바키아전력기업과 서유럽전력그룹,EUROENERG
1206,evaporator,증발기,EV
1207,electrom-volt,전자볼트 (에너지단위),eV
1208,European VVER Fuels,유럽 VVER 핵연료,EVF
1209,ex-vessel flux monitor,외부용기입자소감시기,EVFM
1210,ex-vessel handling machine,외부용기취급기기,EVHM
1211,Electricity of Vietnam,베트남전력공사,EVN
1212,delayed neutron monitor,지발중성자감시기,DNM
1213,Division of Nuclear Materials Safeguards,"핵물질안전보장조치부 (DOE, 미국)",DNMS
1214,dissolved oxygen,용존산소,DO
1215,Department of Agriculture,농무부 (미국),DOA
1216,Department of Defence,국방부 (미국),DOD
1217,Department of Energy,에너지부 (미국),DOE
1218,dissolver off-gas,용해오프가스,DOG
1219,estimate change request,추정변경요청,ECR
1220,electron cyclotron resonance heating,전자사이클로트론 공명가열,ECRH
1221,estimated critical rod position,예상임계 제어봉위치,ECRP
1222,Emergency Control Station,비상통제소,ECS
1223,eddy current testing,와[전]류채상검사/시험 (=ET),ECT
1224,Europe Currency Unit,유럽통화단위,ECU
1225,emergency cooling service water system,비상보조냉각수계통,ECW
1226,Experimental Organic Cooled Reactor,유기물냉각 실험로 (미국),EOCR
1227,end of equilibrium cycle,평형주기말,EOEC
1228,Emergency Operation Facility,발전소비상대책본부,EOF
1229,"Entergy Operations, Inc.",회사명 (미국),EOI
1230,end of life,노심수명말기,EOL
1231,European Organization for Nuclear Research,유럽동원자핵연구기관 (스위스),EONR
1232,emergency gear oil pump,비상기어유펌프,EOP
1233,ex-vessel storage tank,노외축적관,EVST
1234,ex-vessel transfer machine,외부용기이송기기,EVTM
1235,elementary wiring diagram,기본배선도,EWD
1236,European Welding Federation,유럽용접연맹,EWF
1237,Exempt Wholesale Generators,도매발전사업자,EWG[s]
1238,emergency water supply,비상용수공급,EWS
1239,exciter,여자기,Ex
1240,detailed operating procedure,상세운전절차서,DOP
1241,heavy-water-monerated and organic-cooled reactor,중수감속 유기물냉각 원자로,DOR
1242,disk operations system,디스트운전계통,DOS
1243,Department of Transportation,운수부 (미국),DOT
1244,desalination plants,담수처리공장,DP
1245,displacement per atom,원자변위,dpa
1246,differential pressure contol valve,차압제어밸브,DPCV
1247,essential chilled water system,필수냉수계통,ECWS
1248,engineering design activity,ITER의 공학설계활동,EDA
1249,emergency decontamination center,비상제염센터,EDC
1250,Electricite de France,프랑스전력공사,"EDF, EdF"
1251,emergency diesel generator,비상용디젤발전기,EDG
1252,emergency duty officer,비상담당관,EDO
1253,electronic data processing,전자자료처리,EDP
1254,Emergency Operating Procedures Tracking System,EPRI가 개발한 BWR용 온라인전문시스템 (미국),EOPTS
1255,Five Optimized Revised and Top quality Energy,KNFC가 개발한 WH형 신핵연료명,FORTE
1256,equation of state,상태방정식,EOS
1257,end of year,년도말,EOY
1258,emergency plan,비상계획,EP
1259,the second encapsulation plant,이차폐기물밀봉처리시설 (영국),EP 2
1260,Environmental Protection Agency,환경보호국 (미국),EPA
1261,Export-Import Bank,수출입은행 (미국),EXIM
1262,expected deaths for each type of cancer studied,미국통계에 의한 각종암형태별사망자수 (역학용어. OBS와 비교개념임),EXP
1263,exponential function,지수함수,exp
1264,experience,[시험적인]의 뜻,exp.
1265,exculsion zone,제한구역,EZ
1266,force,힘,F
1267,fard,패러드 (청정용량의 SI단위),F
1268,disintegration per minute,분당 붕괴수 (방사능의 보조계량단위),dpm
1269,disintegration per second,초당 붕괴수 (방사능의 보조계량단위),dps
1270,dew point temperature,이슬점온도,DPT
1271,design requirement,설계요구서,DR
1272,direct reactor auxiliary cooling systems,[보조 열교환기에 의한] 직접 노심냉각계통,DRACS
1273,direct reactor cooling systems,직접 원자로냉각계통,DRC
1274,direct reading dosimeter,직접판독 선량계,DRD
1275,equipment drain system,기기배수계통,EDS
1276,equipment drain tank,기기배수탱크,EDT
1277,European Environment Agengy,유럽환경청 (EU),EEA
1278,end of equilibrium cycle,평형주기말,EEC
1279,effective energy,"실효에너지, 유효에너지",Eeff
1280,Edison Electric Institute,에디슨전기협회 (미국),EEI
1281,Environmental and Energy Study Institute,환경에너지연구소 (미국),E&ESI
1282,Environmental Policy Center,"환경정책센터 (EPA, 미국)",EPC
1283,engineering procurement construction management,설계 · 기자재구매 · 건설관리,EPCM
1284,Electric Power Development Company,원전개발 ㈜ (일본),EPDC
1285,Electric Power Development Coordination Council,원전개발조정협의회 (일본),EPDCC
1286,emergency procedure guideline,비상운전지침서,EPG
1287,Environment and Public Health Panel,환경 및 공중보건 전문위원단 (NWTRB의),E&PHP
1288,European Procurement Information Network,유럽정보네트워크,EPIN
1289,energy fluence,에너지유량,f
1290,frequency,"주파수, 진동수",f
1291,degree Fahrenheit,화씨온도,˚F
1292,fuel assembly,"핵연료집합체, 핵연료다발",F/A
1293,following accident dose assessment system,실시간방사선피폭분석시스템,FADAS
1294,Forum Atomico Espanol (= Spanish Atomic Forum),스페인원자력산업의회,FAE
1295,fast acting emergency protection,범소대응비상방호,FAEP
1296,disassembly/reassembly equipment,해체/조립설비,D/RE
1297,direct reading emission spectrograph,직독식 방사/복사 스펙트로그래프,DRES
1298,dose reductin factor,"선량감소비, 선량감소효율",DRF
1299,dust radiaton monitor system,먼지방사선 감시기계통,DRM
1300,discrete radioactive particles,개별방사선입자,DRP
1301,digital rod position indication system,디지털형 제어봉위치 지표계통,DRPI
1302,document release record,문서발송기록,DRR
1303,heat affected zone,[용접]의 영향대,HAZ
1304,hazardous material,위해물질,HAZMAT
1305,house boiler,소내보일러,HB
1306,Helium Breeder Associates,헬륨냉각증식로협회 (미국),HBA
1307,hydrogen bomb,수소폭탄,H-bomb
1308,high burnup effect program,"고연소연료의 FR가스 수출거동실험 (바텔계획, 미국)",HBEP
1309,Halden Boiling Water Reactor,노르웨이형 BWR,HBWR
1310,high temperature helium gas loop,"고온헬륨가스루프 (JAERI, 일본)",HTGL
1311,High Temperature Gas-cooled Reactor,고온가스냉각로,"HT[G]R,HTG[C]R"
1312,high temperature gas reactor critical experiment,고온가스로 임계실험,HTGR-CX
1313,heat transfer instrument system,열전달계측조치계통,THIS
1314,heat transfer loop,"대형 열전달루프 (PNC, 일본)",HTL
1315,high temperature lattice test reactor,고온격자시험로,HTLTR
1316,heater,가열기,HTR
1317,floating nuclear plant,상해원자력발전소,FNP
1318,Finnish Nuclear Society,핀란드원자력학회 (=ATS),FNS
1319,Federal Nuclear Waste Program,연방 방사성폐기물계획 (미국),FNWP
1320,fuel oil system,연료유계통,FO
1321,forced oil and air,가압된 기름과 공기,FOA
1322,First-of-a-Kind,시리즈 초호기,FOAK
1323,first-of-a-Kind engineering,"표준상세설계 (GE, 미국)",FOAKE
1324,gravity driven emergency core cooling system,중력낙화식 비상로심냉각계통,GDCS
1325,gaseous diffusion plant,가스확산공장,GDP
1326,graphical display system,도식표시체제,GDS
1327,gas decay tank,기체붕괴탱크,GDT
1328,General Electric Co.,회사명 (미국),GE
1329,"General Electric Co., Ltd.",회사명 (영국),GEC
1330,Global Environment Fund,지구환경기금,GEF
1331,hot cell,"핫셀, 고방사능셀",HC
1332,hypothetical core disruptive accident,가상 노심붕괴사고,HCDA
1333,hot channel factor,"핫채널계수, 열수로계수",HCF
1334,High Conversion High Temperature Reactor,고전환율 고온로,HCHTR
1335,horizontal cask lifting fixture,수평캐스크 인양고정구,HCLF
1336,High Conversion LWR,고전환율수로,HCLWR
1337,hydraulic core mockup,수역학시험용 노심실물모형,HCM
1338,house transformer,소내변압기,HTr
1339,heat transfer reactor experiment,열전달로실험,HTRE
1340,Heat Transfer Research Institute,열전달연구소,HTRI
1341,High Temperature Has-cooled Reactor Test Model,"[페블베드형의] 고온가스 냉각로시험모델 (청진대학, 중국)",HTR-TM
1342,hot tube sheet,고방사능튜브시트,HTS
1343,high temperature sodium facility,고온나트륨시설,HTSF
1344,High Temperature Engineering Test Reactor,"고온공학시험연구로 (JAERI, 일본)",HTTR
1345,Friends of the Earth,"지구의 친구 (환경단체명, 본부:미국)",FOE
1346,forced outage hours,고장정지누적시간,FOH
1347,Freedom of Information Act,정보활동자유법,FOIA
1348,facility operating license,시설운영허가,FOL
1349,Federal Office of Public Health,연방보건청 (스위치),FOPH
1350,forced outage rate,고장정지율,FOR
1351,Forum Atomique Europeen (European Atomic Forums),유럽원자력산업공동체 (벨기에 소재),FORATOM
1352,General Electric Integrated Equipment Monitoring System,GE의 모니터링시스템명 (미국),GEOEMS
1353,generic environmental impact statement,일반환경영향경가서,GEIS
